season,week,team,pass_off_faced,pass_off_norm_faced,pass_off_ptile_faced,pass_def_faced,pass_def_norm_faced,pass_def_ptile_faced,rush_off_faced,rush_off_norm_faced,rush_off_ptile_faced,rush_def_faced,rush_def_norm_faced,rush_def_ptile_faced,st_off_faced,st_off_norm_faced,st_off_ptile_faced,st_def_faced,st_def_norm_faced,st_def_ptile_faced
2012,1,CHI,-0.4531,-0.2947,0.3437,-1.4717,-0.3153,0.248,0.0167,-0.0644,0.7118,0.1171,0.2703,0.2997,-0.4279,-0.0745,0.0895,-0.8578,-0.4363,0.0339
2012,2,CHI,-0.503,-0.3976,0.2823,3.6984,2.3195,0.9344,-0.4944,-0.3634,0.0608,0.1918,0.2599,0.2819,-0.1376,-0.0262,0.1652,-0.3522,-0.2997,0.1623
2012,3,CHI,-0.3252,-0.2651,0.3623,1.1102,0.8029,0.6063,-0.492,-0.4187,0.0245,0.0784,0.1638,0.141,-0.0412,0.0087,0.2396,-0.5648,-0.492,0.0138
2012,4,CHI,-0.3338,-0.2982,0.341,1.3121,1.0942,0.698,-0.4172,-0.362,0.0621,0.0805,0.1063,0.0834,0.0683,0.0885,0.4468,-0.4259,-0.4301,0.0368
2012,5,CHI,-0.572,-0.6239,0.1643,0.1449,-0.0844,0.3129,-0.405,-0.3717,0.0529,0.1749,0.1504,0.1256,0.1517,0.1764,0.69,-0.2262,-0.2659,0.2195
2012,6,CHI,-0.572,-0.6035,0.1739,0.1449,-0.1208,0.3017,-0.405,-0.3968,0.0349,0.1749,0.0969,0.0748,0.1517,0.1735,0.6831,-0.2262,-0.2675,0.2169
2012,7,CHI,-0.6025,-0.6293,0.1623,0.7877,0.6079,0.5394,-0.3252,-0.294,0.1495,0.2309,0.119,0.0944,0.0864,0.0988,0.4774,-0.3701,-0.4466,0.0283
2012,8,CHI,-0.4947,-0.5059,0.2229,0.7206,0.5522,0.5189,-0.3778,-0.3554,0.0677,0.3908,0.2815,0.3185,0.0516,0.0505,0.3383,-0.4927,-0.5968,0.002
2012,9,CHI,-0.7596,-0.904,0.0687,0.4653,0.2791,0.4281,-0.4211,-0.4124,0.027,0.3725,0.2459,0.2599,0.0943,0.1109,0.5113,-0.3242,-0.4245,0.0393
2012,10,CHI,-0.3258,-0.3195,0.3279,0.894,0.7679,0.5956,-0.3505,-0.3142,0.1197,0.4259,0.2954,0.3437,0.0237,0.0025,0.2252,-0.3792,-0.4782,0.0176
2012,11,CHI,-0.2165,-0.1745,0.4249,0.7867,0.6933,0.5715,-0.2957,-0.2296,0.2853,0.5267,0.4114,0.553,0.0934,0.1017,0.4859,-0.3187,-0.4134,0.0448
2012,12,CHI,-0.3808,-0.4658,0.2434,0.4833,0.4144,0.475,-0.2165,-0.1264,0.5559,0.6568,0.5885,0.826,0.0517,0.032,0.2944,-0.2898,-0.3827,0.0658
2012,13,CHI,-0.2778,-0.3499,0.3108,0.5456,0.5294,0.5117,-0.2448,-0.1553,0.4801,0.6453,0.5782,0.8149,0.0644,0.0447,0.3252,-0.2442,-0.321,0.1337
2012,14,CHI,-0.4918,-0.7047,0.1296,0.3086,0.2529,0.4189,-0.2008,-0.0875,0.6546,0.7614,0.7478,0.954,0.0796,0.0698,0.3927,-0.1904,-0.2421,0.2647
2012,15,CHI,-0.4284,-0.6041,0.1738,0.7774,0.8999,0.6368,-0.2596,-0.1512,0.4931,0.7418,0.6956,0.9241,0.0535,0.0269,0.2816,-0.2247,-0.3124,0.1452
2012,16,CHI,-0.1609,-0.248,0.3738,-0.0507,-0.1912,0.2818,-0.2697,-0.1531,0.4876,0.655,0.548,0.7761,0.099,0.1049,0.4951,-0.1787,-0.2402,0.2683
2012,17,CHI,-0.227,-0.3582,0.3056,0.09,0.0266,0.347,-0.2966,-0.1785,0.4156,0.628,0.4945,0.6975,0.1137,0.129,0.5639,-0.2118,-0.294,0.1711
2013,1,CHI,1.2698,0.8103,0.9385,-1.0423,-0.1556,0.2925,-0.2341,-0.174,0.4284,0.7603,0.5301,0.7518,-0.1105,0.0411,0.3171,-0.1858,-0.1763,0.4057
2013,2,CHI,0.0142,0.0706,0.5902,-1.0159,-0.4537,0.2154,0.0463,-0.0003,0.8426,1.1406,0.8315,0.981,-0.1777,-0.067,0.0994,-0.161,-0.1845,0.386
2013,3,CHI,0.2444,0.2619,0.7161,-0.5172,-0.3489,0.2404,-0.132,-0.1076,0.6029,0.6734,0.5588,0.7904,-0.0706,-0.0226,0.1724,-0.0302,-0.0776,0.6308
2013,4,CHI,0.0677,0.2048,0.6801,0.344,0.2176,0.407,-0.2253,-0.1823,0.4055,0.467,0.4083,0.5473,0.0289,0.0548,0.3511,-0.1588,-0.195,0.3628
2013,5,CHI,0.332,0.5816,0.8731,1.6511,1.3547,0.7694,-0.3197,-0.2767,0.1804,0.4825,0.418,0.5649,0.0211,0.0338,0.2985,-0.2515,-0.2932,0.1725
2013,6,CHI,-0.0329,0.1328,0.6326,1.3915,1.1399,0.7102,-0.1924,-0.1446,0.5109,0.4957,0.4311,0.5895,-0.0953,-0.1019,0.0605,-0.3022,-0.3513,0.0956
2013,7,CHI,0.0228,0.22,0.6903,1.4348,1.2216,0.732,-0.2595,-0.2106,0.3317,0.5667,0.5024,0.7096,-0.0372,-0.0765,0.0871,-0.3733,-0.4519,0.0262
2013,8,CHI,0.0228,0.2399,0.7039,1.4348,1.2383,0.7371,-0.2595,-0.2182,0.3124,0.5667,0.5088,0.7194,-0.0372,-0.0817,0.0804,-0.3733,-0.4516,0.0262
2013,9,CHI,0.0772,0.2792,0.7263,2.113,2.0008,0.8943,-0.2916,-0.2504,0.2374,0.6154,0.573,0.8085,0.0045,-0.0273,0.1631,-0.3231,-0.4212,0.0409
2013,10,CHI,0.0591,0.2576,0.7133,2.3032,2.2424,0.9253,-0.3063,-0.2594,0.2166,0.5964,0.5411,0.7667,-0.0301,-0.0828,0.0797,-0.3936,-0.5068,0.0109
2013,11,CHI,0.2471,0.5339,0.8539,2.1073,2.1833,0.9185,-0.2459,-0.1749,0.4247,0.4602,0.3432,0.4296,-0.0587,-0.1431,0.0311,-0.3661,-0.4807,0.0167
2013,12,CHI,0.269,0.4883,0.8356,1.5884,1.6328,0.8335,-0.2885,-0.2216,0.3034,0.3953,0.2365,0.2445,0.0121,-0.0428,0.1372,-0.3618,-0.5007,0.0122
2013,13,CHI,-0.0707,-0.0445,0.5106,1.3638,1.519,0.8086,-0.2936,-0.2201,0.3081,0.5122,0.4035,0.5387,0.0231,-0.0273,0.163,-0.2544,-0.3506,0.0965
2013,14,CHI,0.0828,0.1149,0.6215,1.1448,1.3203,0.7597,-0.3026,-0.2259,0.2924,0.5545,0.459,0.6397,0.0239,-0.0285,0.1612,-0.2704,-0.3812,0.067
2013,15,CHI,0.1423,0.1858,0.6685,0.946,1.0411,0.6809,-0.3015,-0.2137,0.3232,0.549,0.4337,0.5944,0.06,0.035,0.3014,-0.2471,-0.3557,0.0905
2013,16,CHI,-0.0086,-0.0448,0.5104,1.2006,1.462,0.7952,-0.2884,-0.1928,0.3787,0.5393,0.4057,0.5427,0.057,0.0279,0.2843,-0.2446,-0.3487,0.0988
2013,17,CHI,0.1252,0.1,0.611,1.292,1.6588,0.8388,-0.3299,-0.2362,0.2704,0.6335,0.5476,0.7753,0.0407,0.002,0.2239,-0.2567,-0.3608,0.0859
2014,1,CHI,1.1718,0.6233,0.8881,-2.3382,-0.6872,0.1631,-0.3819,-0.2605,0.2146,1.2606,0.7759,0.9659,-0.3924,-0.0566,0.1149,-0.6183,-0.3519,0.095
2014,2,CHI,1.4059,1.0125,0.9689,0.2143,0.3033,0.437,-0.3253,-0.2604,0.2147,0.6922,0.5891,0.8267,0.1112,0.1262,0.556,-0.0497,-0.1012,0.5796
2014,3,CHI,0.6688,0.5717,0.8688,-0.8057,-0.4264,0.2212,-0.0772,-0.0828,0.6668,0.5366,0.5091,0.7199,0.1868,0.1763,0.6898,0.1215,0.0619,0.873
2014,4,CHI,0.2622,0.3098,0.7452,0.3746,0.4435,0.4838,-0.1991,-0.1971,0.3686,0.6986,0.6696,0.9046,0.0473,0.0629,0.3738,0.038,0.0133,0.8092
2014,5,CHI,0.2281,0.3194,0.7512,1.2019,1.1109,0.7025,-0.2646,-0.2688,0.196,0.479,0.4787,0.6731,0.0721,0.0801,0.4219,0.0253,0.0128,0.8084
2014,6,CHI,-0.1094,-0.0861,0.4828,1.4511,1.4069,0.7815,-0.3565,-0.3755,0.0496,0.4943,0.492,0.6938,0.1404,0.1598,0.6478,0.0343,0.0358,0.8431
2014,7,CHI,-0.0034,0.0675,0.5878,1.0034,1.0402,0.6805,-0.2828,-0.2804,0.1732,0.4491,0.4403,0.6064,0.0933,0.098,0.4753,-0.0149,0.0014,0.7891
2014,8,CHI,-0.0659,-0.0003,0.5425,1.3275,1.4319,0.7877,-0.2915,-0.3035,0.1345,0.4639,0.452,0.6275,0.1967,0.2454,0.8425,0.052,0.0949,0.9079
2014,9,CHI,-0.0659,-0.0163,0.5306,1.3275,1.5131,0.8074,-0.2915,-0.302,0.1371,0.4639,0.4498,0.6229,0.1967,0.2432,0.8381,0.052,0.1148,0.9247
2014,10,CHI,0.0559,0.1257,0.6282,1.6575,2.0097,0.8952,-0.3595,-0.3908,0.0387,0.5305,0.538,0.7624,0.1966,0.2433,0.8382,0.0863,0.1801,0.9659
2014,11,CHI,0.2199,0.3137,0.7477,0.9085,1.1037,0.7002,-0.3372,-0.3485,0.0748,0.6276,0.6798,0.9139,0.1468,0.1727,0.6814,0.0553,0.1522,0.9516
2014,12,CHI,0.0042,-0.0425,0.5117,0.714,0.8956,0.6355,-0.2828,-0.2773,0.1788,0.5777,0.599,0.8387,0.1358,0.1566,0.6384,-0.0357,0.0202,0.8191
2014,13,CHI,0.0909,0.0577,0.5816,0.6857,0.9242,0.6449,-0.1856,-0.1564,0.4773,0.4997,0.477,0.6705,0.1514,0.1839,0.7079,-0.124,-0.1193,0.538
2014,14,CHI,-0.023,-0.1341,0.4513,0.8108,1.2105,0.7292,-0.1979,-0.1669,0.4488,0.5858,0.6028,0.844,0.1275,0.1439,0.6046,-0.1395,-0.1453,0.4759
2014,15,CHI,-0.1322,-0.2851,0.3492,1.078,1.6521,0.8374,-0.2502,-0.2241,0.2967,0.6542,0.6882,0.9202,0.0953,0.0786,0.4179,-0.178,-0.2101,0.3311
2014,16,CHI,0.0811,-0.0213,0.5272,0.9632,1.5556,0.8173,-0.1521,-0.1016,0.6182,0.5859,0.5858,0.8233,0.0805,0.0438,0.3234,-0.2814,-0.3777,0.0699
2014,17,CHI,0.1503,0.0413,0.5698,0.6264,1.0546,0.6851,-0.1954,-0.151,0.4936,0.649,0.6596,0.897,0.1125,0.1109,0.5114,-0.2501,-0.3202,0.1345
2015,1,CHI,0.5115,0.2056,0.6809,6.8784,3.3378,0.9889,-0.0692,-0.1303,0.5466,0.7855,0.596,0.8347,-0.4504,-0.0863,0.0767,-0.6323,-0.3408,0.1087
2015,2,CHI,0.9006,0.5571,0.8633,4.467,2.9297,0.9763,0.1518,0.0245,0.8847,0.4548,0.4693,0.657,-0.1543,-0.0594,0.1108,-0.7626,-0.5753,0.0035
2015,3,CHI,1.171,0.8315,0.9423,3.6691,3.0077,0.9794,0.0972,0.036,0.9,0.5957,0.5914,0.8291,0.104,0.106,0.4979,-0.465,-0.4229,0.04
2015,4,CHI,0.4774,0.4904,0.8365,2.3973,2.0871,0.9062,-0.0015,-0.0264,0.7958,0.4456,0.4833,0.6811,0.005,0.0143,0.2526,-0.4419,-0.4222,0.0405
2015,5,CHI,0.448,0.5265,0.8515,1.9429,1.7282,0.8527,-0.0467,-0.0737,0.6909,0.5725,0.6166,0.8589,0.0601,0.0574,0.3582,-0.1624,-0.158,0.4463
2015,6,CHI,0.2614,0.3546,0.7703,1.5224,1.4215,0.7852,0.0143,-0.0018,0.8399,0.41,0.4512,0.6258,0.1091,0.1079,0.5027,-0.2121,-0.2061,0.3398
2015,7,CHI,0.2614,0.3996,0.7927,1.5224,1.537,0.813,0.0143,-0.0042,0.836,0.41,0.456,0.6349,0.1091,0.0979,0.4751,-0.2121,-0.1986,0.3549
2015,8,CHI,0.2584,0.421,0.8036,1.2006,1.2284,0.7345,-0.0144,-0.0161,0.8159,0.5013,0.5539,0.7832,0.0981,0.0781,0.4165,-0.2321,-0.2272,0.2946
2015,9,CHI,-0.0079,0.1099,0.6176,1.447,1.7039,0.8473,-0.0942,-0.1031,0.6144,0.4282,0.4632,0.6465,0.0776,0.0475,0.3313,-0.2116,-0.2083,0.3354
2015,10,CHI,0.2515,0.4137,0.7998,0.8849,0.9325,0.647,-0.0374,-0.0297,0.7896,0.4418,0.4784,0.6726,0.1757,0.1807,0.7001,-0.2066,-0.1991,0.354
2015,11,CHI,0.7269,1.0212,0.9698,0.4053,0.2788,0.428,-0.0062,0.0124,0.8662,0.4821,0.5312,0.7537,0.0994,0.0699,0.3934,-0.1869,-0.1679,0.4254
2015,12,CHI,0.881,1.2285,0.9864,0.7471,0.7705,0.5966,-0.0078,0.0163,0.8723,0.4813,0.5283,0.7493,0.1212,0.0992,0.4786,-0.1682,-0.141,0.4858
2015,13,CHI,0.7707,1.0814,0.9754,0.5558,0.5179,0.5074,-0.0291,-0.0079,0.8301,0.4443,0.4744,0.6661,0.0943,0.0548,0.351,-0.2019,-0.1993,0.3537
2015,14,CHI,0.6203,0.8556,0.946,0.4729,0.4103,0.4734,-0.0117,0.0193,0.8772,0.3931,0.3922,0.5184,0.0549,-0.0143,0.1894,-0.2453,-0.2702,0.2119
2015,15,CHI,0.5424,0.6802,0.9081,0.3288,0.2337,0.413,-0.0298,0.0039,0.8505,0.46,0.4816,0.6778,0.0873,0.0369,0.3062,-0.1836,-0.1684,0.4239
2015,16,CHI,0.3241,0.323,0.7535,0.361,0.3527,0.4536,-0.0197,0.0225,0.8824,0.4252,0.4266,0.5816,0.1146,0.0831,0.431,-0.2114,-0.2149,0.3213
2015,17,CHI,0.357,0.3274,0.7555,0.2151,0.1676,0.3918,0.0251,0.0821,0.95,0.4113,0.3975,0.5295,0.0988,0.054,0.3483,-0.2541,-0.2883,0.1816
2016,1,CHI,1.9824,0.8812,0.9511,-1.4292,-0.3693,0.2355,-0.1126,-0.1653,0.4536,-0.4102,0.0579,0.048,0.3592,0.2036,0.7577,-0.2391,-0.1799,0.3979
2016,2,CHI,0.9305,0.5618,0.8648,-1.2487,-0.6304,0.1741,-0.0272,-0.1009,0.6202,0.2432,0.3499,0.4418,0.2082,0.1756,0.6885,-0.3091,-0.249,0.2505
2016,3,CHI,0.4301,0.2893,0.7328,-1.098,-0.7294,0.1555,-0.1483,-0.2048,0.3477,0.374,0.4585,0.6389,0.2323,0.2087,0.7681,-0.0458,-0.0595,0.672
2016,4,CHI,-0.1738,-0.147,0.4427,-0.0977,0.0276,0.3472,-0.124,-0.1768,0.4198,0.3679,0.4563,0.6355,0.1177,0.1167,0.528,-0.1787,-0.1711,0.4179
2016,5,CHI,-0.5191,-0.4623,0.2458,-0.1342,-0.0229,0.3311,-0.1843,-0.2531,0.231,0.3071,0.3925,0.5191,0.1894,0.1951,0.7388,0.0141,0.0314,0.8346
2016,6,CHI,-0.6049,-0.6062,0.1727,-0.3082,-0.2949,0.2538,-0.2162,-0.2907,0.1557,0.2314,0.2892,0.332,0.1046,0.096,0.4693,-0.0077,0.0212,0.8208
2016,7,CHI,-0.4207,-0.4848,0.233,-0.0685,-0.0701,0.3176,-0.1922,-0.2717,0.1889,0.1954,0.2325,0.2372,0.1055,0.0899,0.4521,0.0143,0.059,0.87
2016,8,CHI,-0.0586,-0.0782,0.4884,0.043,-0.0449,0.3247,-0.0907,-0.1267,0.5553,0.2172,0.2543,0.2733,0.0874,0.0581,0.3603,-0.0013,0.0655,0.8779
2016,9,CHI,-0.0586,-0.0713,0.493,0.043,-0.0641,0.3189,-0.0907,-0.1155,0.5846,0.2172,0.23,0.2327,0.0874,0.0587,0.3616,-0.0013,0.0638,0.8756
2016,10,CHI,-0.3683,-0.487,0.232,0.1759,0.1458,0.385,-0.1266,-0.167,0.4483,0.1388,0.0986,0.0764,0.1157,0.0985,0.4765,-0.0444,0.013,0.8086
2016,11,CHI,-0.2399,-0.3918,0.2861,0.0122,-0.0429,0.3254,-0.1566,-0.2186,0.3114,0.122,0.0656,0.0528,0.1175,0.0948,0.4647,0.0018,0.0999,0.9124
2016,12,CHI,-0.3914,-0.6066,0.1723,0.0538,0.0402,0.3504,-0.1023,-0.1286,0.5518,0.1204,0.0549,0.0464,0.0654,0.0155,0.2553,-0.0442,0.0358,0.843
2016,13,CHI,-0.368,-0.6382,0.158,-0.055,-0.1078,0.3056,-0.1547,-0.2165,0.3164,0.0895,-0.0102,0.0212,0.0436,-0.0175,0.1825,-0.0952,-0.0303,0.7322
2016,14,CHI,-0.5009,-0.8458,0.0822,0.2666,0.3927,0.4676,-0.1632,-0.2237,0.2977,0.0455,-0.1,0.0056,0.0791,0.0281,0.2849,-0.0893,-0.0205,0.7497
2016,15,CHI,-0.2596,-0.5313,0.2084,0.4334,0.6904,0.5698,-0.1744,-0.2373,0.2674,0.0555,-0.0584,0.0104,0.0304,-0.0533,0.1203,-0.1267,-0.0758,0.6345
2016,16,CHI,-0.3799,-0.6949,0.1336,0.723,1.1694,0.7184,-0.1814,-0.2395,0.2619,0.1289,0.0266,0.0332,0.004,-0.1003,0.0617,-0.1654,-0.1396,0.4906
2016,17,CHI,-0.2651,-0.568,0.1904,0.7367,1.2588,0.7431,-0.1501,-0.1815,0.4075,0.0917,-0.0119,0.0206,0.0233,-0.0736,0.0908,-0.1296,-0.0699,0.6487
2017,1,CHI,0.0232,-0.0677,0.4956,6.151,3.279,0.9879,-0.3201,-0.2874,0.1609,0.8758,0.663,0.8997,-0.0494,0.0515,0.3413,-0.1047,-0.1297,0.5134
2017,2,CHI,0.1562,0.0403,0.5689,3.3962,2.4955,0.9493,-0.3456,-0.3449,0.0788,0.1272,0.2856,0.3259,0.1796,0.1626,0.6561,-0.1868,-0.176,0.406
2017,3,CHI,0.1942,0.091,0.6056,3.4436,3.1166,0.9833,-0.2041,-0.2687,0.1961,0.2985,0.41,0.5503,0.0664,0.0783,0.4169,-0.2298,-0.2151,0.3208
2017,4,CHI,0.0547,0.032,0.5641,3.8352,3.8776,0.997,-0.2804,-0.3617,0.0623,0.328,0.4311,0.5895,0.0576,0.0614,0.37,-0.1301,-0.136,0.4992
2017,5,CHI,0.2739,0.2545,0.712,3.3848,3.8148,0.9966,-0.1362,-0.2088,0.3365,0.2355,0.3371,0.4179,0.0028,-0.014,0.1901,-0.166,-0.1657,0.4294
2017,6,CHI,0.4375,0.4291,0.8082,2.3975,2.7869,0.9694,-0.1324,-0.1989,0.364,0.2413,0.3334,0.4109,0.093,0.0875,0.4439,0.04,0.063,0.8744
2017,7,CHI,0.7545,0.8142,0.939,1.9169,2.4107,0.9427,-0.1116,-0.1745,0.4264,0.2171,0.2903,0.3343,0.0611,0.0386,0.3111,-0.0493,-0.0272,0.7379
2017,8,CHI,0.4687,0.5217,0.85,2.3061,2.9573,0.9773,-0.1893,-0.2789,0.1761,0.3336,0.4326,0.5928,0.0982,0.0775,0.4152,-0.0727,-0.0393,0.7144
2017,9,CHI,0.4687,0.5932,0.8773,2.3061,3.0063,0.9792,-0.1893,-0.2695,0.1943,0.3336,0.4236,0.5753,0.0982,0.0751,0.4083,-0.0727,-0.0422,0.7092
2017,10,CHI,0.2611,0.3046,0.7428,1.6386,2.0711,0.9037,-0.1816,-0.2511,0.236,0.4511,0.5882,0.8257,0.0343,-0.0149,0.1878,-0.1273,-0.1055,0.5702
2017,11,CHI,0.4957,0.5951,0.8782,1.4149,1.7038,0.8472,-0.1576,-0.2135,0.3238,0.3012,0.3596,0.4585,0.0704,0.0315,0.2934,-0.1761,-0.1622,0.4376
2017,12,CHI,0.7852,0.9985,0.9671,1.5048,1.8779,0.8773,-0.1328,-0.173,0.4316,0.2856,0.328,0.4018,0.1317,0.1172,0.5294,-0.1248,-0.084,0.6171
2017,13,CHI,0.454,0.6021,0.8813,1.0484,1.2802,0.7489,-0.1245,-0.1532,0.4873,0.2831,0.3144,0.3766,0.1032,0.0728,0.4022,-0.139,-0.0989,0.5848
2017,14,CHI,0.5655,0.7064,0.9157,0.8089,0.9886,0.665,-0.154,-0.188,0.3906,0.2842,0.3033,0.3576,0.1328,0.117,0.5286,-0.147,-0.114,0.5507
2017,15,CHI,0.4242,0.4132,0.7992,0.9447,1.2264,0.7337,-0.2004,-0.2472,0.2443,0.1715,0.1349,0.1098,0.1865,0.2058,0.7618,-0.141,-0.1011,0.58
2017,16,CHI,0.3238,0.2284,0.6965,0.3398,0.45,0.4861,-0.1635,-0.1782,0.4163,0.2231,0.1911,0.1739,0.1589,0.1596,0.6476,-0.1986,-0.2073,0.3376
2017,17,CHI,0.5451,0.4897,0.8362,0.5037,0.7315,0.583,-0.1318,-0.1193,0.5748,0.1865,0.1374,0.1133,0.1755,0.1869,0.7164,-0.1699,-0.1535,0.4577
2018,1,CHI,-1.4684,-0.8354,0.0852,2.209,1.2706,0.7464,-0.164,-0.1857,0.396,0.8575,0.6294,0.8712,0.2303,0.1585,0.6442,0.0149,-0.0854,0.6147
2018,2,CHI,-0.2933,-0.2449,0.3757,2.1067,1.5174,0.8081,0.0192,-0.0573,0.7284,0.3005,0.3916,0.5172,0.0341,0.0698,0.3929,-0.1905,-0.1869,0.381
2018,3,CHI,-0.1696,-0.166,0.4299,0.5181,0.5562,0.5208,0.1322,0.1032,0.9648,0.1061,0.224,0.2229,0.1134,0.1282,0.5616,-0.2153,-0.2199,0.3102
2018,4,CHI,-0.4322,-0.4052,0.2779,1.2883,1.2917,0.7525,0.0806,0.0639,0.9323,-0.0118,0.1043,0.0818,0.0444,0.0569,0.3568,-0.3581,-0.353,0.0933
2018,5,CHI,-0.4322,-0.4342,0.2604,1.2883,1.3755,0.7748,0.0806,0.0833,0.9509,-0.0118,0.0964,0.0745,0.0444,0.0438,0.3234,-0.3581,-0.3725,0.0747
2018,6,CHI,-0.4826,-0.5267,0.2107,0.1382,0.1818,0.3954,0.0521,0.0476,0.9151,-0.06,0.0109,0.0279,0.1775,0.2223,0.7982,-0.2339,-0.2701,0.2121
2018,7,CHI,-0.4057,-0.4863,0.2324,0.9772,1.1677,0.7178,0.0027,0.0225,0.8823,0.1321,0.1802,0.1616,0.1676,0.2074,0.7655,-0.1678,-0.2001,0.352
2018,8,CHI,-0.1324,-0.1948,0.4112,0.2967,0.4132,0.4746,0.0671,0.1135,0.9713,0.0768,0.1147,0.0905,0.1677,0.1993,0.7473,-0.2479,-0.3021,0.1588
2018,9,CHI,0.0096,-0.0527,0.5047,-0.9462,-1.1063,0.0927,0.0291,0.0601,0.9286,0.0134,-0.0071,0.0225,0.1943,0.2456,0.8428,-0.2098,-0.2618,0.2258
2018,10,CHI,0.0098,-0.0439,0.5112,-0.7762,-0.932,0.1204,-0.032,-0.0148,0.8182,0.0189,-0.026,0.0169,0.2184,0.2936,0.9166,-0.2873,-0.3465,0.1014
2018,11,CHI,0.4908,0.5096,0.845,-0.7273,-0.8258,0.1385,0.0206,0.0737,0.9424,-0.0073,-0.0439,0.0134,0.1704,0.2162,0.785,-0.3331,-0.4168,0.043
2018,12,CHI,0.2122,0.1681,0.6553,-0.5051,-0.5032,0.2036,-0.0482,-0.0385,0.7694,-0.0185,-0.073,0.0084,0.264,0.3632,0.9701,-0.3179,-0.4179,0.0422
2018,13,CHI,0.0419,-0.0565,0.5027,-0.6026,-0.637,0.1727,-0.0918,-0.0954,0.6328,0.0163,-0.0297,0.0159,0.2407,0.325,0.946,-0.2875,-0.4046,0.0501
2018,14,CHI,0.2839,0.2373,0.7027,-0.2787,-0.1724,0.288,-0.1399,-0.1635,0.4583,0.1814,0.1775,0.1582,0.2253,0.3114,0.9347,-0.2571,-0.3682,0.0782
2018,15,CHI,0.2366,0.1488,0.644,-0.0729,0.1061,0.3723,-0.1951,-0.239,0.2631,0.3007,0.3228,0.3918,0.1778,0.2283,0.8092,-0.2993,-0.4472,0.028
2018,16,CHI,0.0792,-0.0775,0.4888,-0.1326,0.0615,0.357,-0.1909,-0.2238,0.2975,0.3001,0.3075,0.3648,0.1814,0.2327,0.8189,-0.2473,-0.3465,0.1015
2018,17,CHI,0.3787,0.2761,0.7249,-0.1436,0.125,0.3783,-0.1609,-0.1685,0.4448,0.2226,0.1962,0.1798,0.1937,0.255,0.8593,-0.2428,-0.3457,0.1024
2019,1,CHI,-1.4005,-0.728,0.1207,1.9444,1.1073,0.7014,-0.2089,-0.2121,0.3274,1.1798,0.7613,0.9602,-0.4693,-0.115,0.0497,-0.7254,-0.4134,0.0449
2019,2,CHI,-0.8724,-0.5853,0.1819,0.5145,0.3661,0.4579,-0.1245,-0.1697,0.4418,0.797,0.6852,0.9172,-0.2378,-0.1494,0.0274,-0.3904,-0.3307,0.121
2019,3,CHI,-1.1695,-0.8209,0.0894,0.3687,0.2603,0.4212,-0.2371,-0.2696,0.1942,0.418,0.4748,0.6668,-0.0776,-0.0482,0.1278,-0.1641,-0.1928,0.3683
2019,4,CHI,-0.1847,-0.111,0.4656,0.1666,0.0429,0.3513,-0.0761,-0.1098,0.5974,0.3989,0.4504,0.6241,-0.0882,-0.0937,0.0683,-0.2997,-0.3266,0.1256
2019,5,CHI,-0.5665,-0.4516,0.2512,-0.1482,-0.3559,0.2389,-0.077,-0.104,0.6121,0.4515,0.4853,0.6845,-0.0468,-0.0844,0.0779,-0.2514,-0.2843,0.1885
2019,6,CHI,-0.5665,-0.4875,0.2315,-0.1482,-0.3541,0.2394,-0.077,-0.0928,0.6405,0.4515,0.4878,0.6883,-0.0468,-0.1044,0.0587,-0.2514,-0.3061,0.1541
2019,7,CHI,-0.5857,-0.4964,0.2275,0.0447,-0.1739,0.2875,0.043,0.0669,0.9352,0.539,0.57,0.8052,-0.0261,-0.0846,0.0778,-0.1922,-0.2478,0.2522
2019,8,CHI,-0.6294,-0.5957,0.1775,0.4742,0.3745,0.4619,-0.004,0.0082,0.8585,0.5486,0.5949,0.8331,-0.0357,-0.0986,0.0631,-0.2803,-0.3574,0.0885
2019,9,CHI,-0.5752,-0.5749,0.1869,0.5644,0.483,0.4965,-0.0116,0.0059,0.8547,0.4693,0.5219,0.7396,0.003,-0.0526,0.1213,-0.1776,-0.2321,0.2845
2019,10,CHI,-0.5991,-0.6249,0.1637,-0.0073,-0.2547,0.2645,-0.0586,-0.0429,0.7599,0.3587,0.381,0.4981,0.0736,0.0543,0.3494,-0.1999,-0.2571,0.2355
2019,11,CHI,-0.4286,-0.4096,0.2757,0.0922,-0.1517,0.2935,-0.0675,-0.0407,0.7645,0.4016,0.4201,0.5687,0.1094,0.1212,0.5413,-0.1108,-0.1366,0.4977
2019,12,CHI,-0.6528,-0.7047,0.1296,-0.1997,-0.4616,0.2137,-0.047,-0.0208,0.8069,0.3978,0.4105,0.5513,0.0809,0.0731,0.4034,-0.154,-0.2009,0.3507
2019,13,CHI,-0.7797,-0.9691,0.0536,-0.4487,-0.7819,0.1473,-0.1024,-0.0744,0.6894,0.3039,0.2884,0.3309,0.1553,0.2015,0.7526,-0.1272,-0.1609,0.4393
2019,14,CHI,-0.6892,-0.9063,0.0678,-0.073,-0.2881,0.2557,-0.0909,-0.0465,0.7522,0.3403,0.3232,0.3926,0.1506,0.1963,0.7408,-0.2158,-0.3251,0.1274
2019,15,CHI,-0.5121,-0.6633,0.148,0.0163,-0.1456,0.295,-0.1837,-0.1666,0.4496,0.4158,0.4073,0.5452,0.1391,0.1777,0.693,-0.1978,-0.2904,0.1773
