season,for_week,team,unit_type,ideal_value
1999,4,LAR,rush_def,4.3585311143607885
1999,4,LAR,rush_off,1.2479569921097897
1999,4,LAR,st_def,-0.7261192632723413
1999,4,LAR,st_off,-2.358790918850196
1999,4,MIA,pass_def,-3.255984275867385
1999,4,MIA,pass_off,3.03151205446328
1999,4,MIA,rush_def,-1.8621430518656545
1999,4,MIA,rush_off,0.672961076877191
1999,4,MIA,st_def,1.0030658062041706
1999,4,MIA,st_off,0.860395548683347
1999,4,MIN,pass_def,-6.781600517523992
1999,4,MIN,pass_off,10.20191612156271
1999,4,MIN,rush_def,-0.40570298383091025
1999,4,MIN,rush_off,-3.338024138443199
1999,4,MIN,st_def,-0.18758897224344787
1999,4,MIN,st_off,-2.4396369310059023
1999,4,NE,pass_def,0.6754897628410317
1999,4,NE,pass_off,7.985358736389718
1999,4,NE,rush_def,-1.6235455049458363
1999,4,NE,rush_off,-3.4477448634706804
1999,4,NE,st_def,0.6025714939319003
1999,4,NE,st_off,1.0573058845026742
1999,4,NO,pass_def,3.7084345922283344
1999,4,NO,pass_off,-1.7794801918737408
1999,4,NO,rush_def,1.139183443197933
1999,4,NO,rush_off,-7.6471791647393115
1999,4,NO,st_def,0.40554183429400376
1999,4,NO,st_off,-0.08156617564777405
1999,4,NYG,pass_def,2.2873349916654693
1999,4,NYG,pass_off,-6.145787481757235
1999,4,NYG,rush_def,-0.8050266629483046
1999,4,NYG,rush_off,-2.842712560868639
1999,4,NYG,st_def,-2.021061519676466
1999,4,NYG,st_off,2.3556747780415077
1999,4,NYJ,pass_def,0.8924706952048361
1999,4,NYJ,pass_off,0.6661626879536742
1999,4,NYJ,rush_def,-0.6397752603161625
1999,4,NYJ,rush_off,1.214680831691515
1999,4,NYJ,st_def,0.7284623378833818
1999,4,NYJ,st_off,0.11410197138848482
1999,4,OAK,pass_def,2.3944437989916785
1999,4,OAK,pass_off,8.59880283549334
1999,4,OAK,rush_def,1.317382218672945
1999,4,OAK,rush_off,-4.525718203848165
1999,4,OAK,st_def,0.6494564971835803
1999,4,OAK,st_off,-2.7369835089926418
1999,4,PHI,pass_def,-6.522902022317124
1999,4,PHI,pass_off,-14.932747207061054
1999,4,PHI,rush_def,-0.5610705070786057
1999,4,PHI,rush_off,2.159576719278566
1999,4,PHI,st_def,0.1565327519590539
1999,4,PHI,st_off,-2.1069091135167666
1999,4,PIT,pass_def,0.5801106452462761
1999,4,PIT,pass_off,-4.8356503663074015
1999,4,PIT,rush_def,0.6714236830465564
1999,4,PIT,rush_off,5.28894947023268
1999,4,PIT,st_def,-0.7012169723595266
1999,4,PIT,st_off,-0.2896696003865885
1999,4,SEA,pass_def,3.919223180268501
1999,4,SEA,pass_off,4.9012859872637415
1999,4,SEA,rush_def,0.04049872505761259
1999,4,SEA,rush_off,-3.434890985180289
1999,4,SEA,st_def,0.31219881843037667
1999,4,SEA,st_off,-2.3385140171424506
1999,4,SF,pass_def,-1.5988733227522751
1999,4,SF,pass_off,-0.6612487211290896
1999,4,SF,rush_def,-0.8433891593018717
1999,4,SF,rush_off,2.4595825123031143
